750,53.63792832
752,52.22903816
754,49.666027
756,46.03226712
758,43.433621
760,40.81182728
762,38.25884722
764,34.29731136
766,31.66301752
768,26.94559658
770,24.657185
772,21.30121398
774,17.97719976
776,14.71990322
778,13.0418146
780,11.3193977
782,10.0092080
784,9.7984712
786,9.3663366
788,9.7819332
790,9.0880591
790,9.08668
792,8.900
794,9.10307
796,8.9000716
798,8.6150297
800,7.8042581
802,7.37193
804,6.0608794
806,5.5956560
808,5.0817704
810,4.5277102
812,4.9448500
814,4.6833419
816,5.1650518
818,4.5194798
820,4.1389395
822,4.4639117
824,5.0751732
826,4.7356564
828,5.3615526
830,5.30841
832,5.6273688
834,6.1231089
836,5.8886325
838,6.5747778
840,7.0401812
842,6.9628026
844,7.7210925
846,7.9857513
848,8.4059518
850,8.1369978
852,9.22557
854,9.7435590
856,9.3988724
858,9.8299010
860,10.6986326
862,11.3325920
864,12.0991895
866,13.0338157
868,13.8765572
870,13.955157
872,14.59621574
874,15.1924
876,14.87019804
878,15.257875
880,15.39466742
882,16.486455
884,17.09933758
886,16.84487676
888,18.56731944
890,18.70378976
892,19.95527352
894,19.20558696
896,21.2260
898,21.37731946
900,22.54777236
902,23.44041068
904,23.96761924
906,26.35138742
908,25.75818134
910,27.26338004
912,27.971528
914,29.61224618
916,30.69429944
918,32.49427506
920,32.417423
922,34.54338746
924,35.12379784
926,37.33032
928,37.52712608
930,39.25286092
932,41.56753232
934,42.224781
936,43.63746506
938,45.85108258
940,44.97863446
942,46.01271992
944,46.73546478
946,47.13168138
948,46.78178
950,46.09164174
952,46.86577516
954,46.86654676
956,48.23639396
958,48.79192024
960,49.66507566
962,52.05874604
964,51.866823
966,53.51092296
968,54.35669944
970,54.96753658
972,57.3665
974,57.74528372
976,58.746794
978,58.945867
980,59.90280592
982,60.95969216
984,62.88137482
986,63.35848082
988,63.68180694
990,66.94063382
992,67.20891914
994,68.17185022
996,69.95710114
998,71.38719744
1000,72.438901
1002,76.15659
1004,76.77493302
1006,82.09769988
1008,83.59119598
1010,87.503362
1012,91.12328512
1014,94.961
1016,97.62080012
1018,102.84799146
1020,108.559426
1022,111.61389472
1024,115.97989044
1026,117.59079834
1028,120.66361818
1030,121.81887056
1032,127.27019884
1034,129.86134738
1036,131.33903854
1038,134.76188186
1040,135.91627262
1042,134.65608264
1044,135.58205408
1046,138.48411884
1048,138.63856744
1050,137.91749438
1052,140.0273317
1054,139.36284264
1056,134.728240
1058,134.59283716
1060,133.87122398
1062,128.23730942
1064,131.53784128
1066,128.80822912
1068,125.23096292
